PO Number,Order Date,Supplier,Supplier Country,Item No,Item Description,Qty Ordered,Unit Cost,Freight,Duty,Landed Cost,Currency,Ship To,Promised Date,Received Date,Qty Received
PO-202601-0529,2026-01-09,Anhui Precision Fittings,China,HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,490,7.36,0.57,0.92,8.85,USD,100959,2026-03-03,2026-03-03,490
PO-202601-0530,2026-01-09,Thermaline Systems,Mexico,HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),127,88.68,2.13,0.00,90.81,USD,100047,2026-02-17,2026-02-15,115
PO-202601-0531,2026-01-09,Nordflow Valve Works,Germany,HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,168,140.85,7.18,3.80,151.83,USD,100117,2026-02-06,2026-02-12,168
PO-202601-0532,2026-01-10,Cascade Copper Mills,USA,HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,557,20.36,0.00,0.00,20.36,USD,100047,2026-01-27,2026-01-27,557
PO-202601-0533,2026-01-11,Kotara Steel Products,India,HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,1973,1.65,0.14,0.10,1.89,USD,100349,2026-03-25,2026-03-25,1973
PO-202601-0534,2026-01-13,Pacific Rim Tooling,Vietnam,HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),153,80.17,6.49,4.97,91.63,USD,100959,2026-02-20,2026-02-19,153
PO-202601-0535,2026-01-15,Pacific Rim Tooling,Vietnam,HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,400,17.99,1.46,1.12,20.57,USD,100571,2026-02-22,2026-02-19,400
PO-202601-0536,2026-01-16,Gulf States Polymer,USA,HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,1568,7.35,0.00,0.00,7.35,USD,100047,2026-02-28,2026-03-06,1348
PO-202601-0537,2026-01-16,Larsen Brass & Bronze,USA,HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,183,98.33,0.00,0.00,98.33,USD,100649,2026-02-04,2026-02-05,183
PO-202601-0538,2026-01-17,Nordflow Valve Works,Germany,HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,427,11.58,0.59,0.31,12.48,USD,100649,2026-02-14,2026-02-13,427
PO-202601-0539,2026-01-18,Anhui Precision Fittings,China,HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,127,83.44,6.51,10.43,100.38,USD,100933,2026-03-12,2026-03-09,127
PO-202601-0540,2026-01-18,Anhui Precision Fittings,China,HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),120,25.01,1.95,3.13,30.09,USD,100649,2026-03-12,2026-03-15,120
PO-202601-0541,2026-01-18,Thermaline Systems,Mexico,HRD551201,50 GAL HEAT PUMP WATER HEATER 240V,16,1263.68,30.33,0.00,1294.01,USD,100205,2026-02-26,2026-02-25,16
PO-202601-0542,2026-01-19,Gulf States Polymer,USA,HRD290145,2 IN PVC DWV SANITARY TEE HUB,1589,4.92,0.00,0.00,4.92,USD,100649,2026-03-03,2026-03-07,1589
PO-202601-0543,2026-01-19,Thermaline Systems,Mexico,HRD551201,50 GAL HEAT PUMP WATER HEATER 240V,21,1265.64,30.38,0.00,1296.02,USD,100047,2026-02-27,2026-03-11,21
PO-202601-0544,2026-01-22,Nordflow Valve Works,Germany,HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,162,145.12,7.40,3.92,156.44,USD,100205,2026-02-19,2026-02-17,162
PO-202601-0545,2026-01-23,Thermaline Systems,Mexico,HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,15,539.97,12.96,0.00,552.93,USD,100117,2026-03-03,2026-03-01,15
PO-202601-0546,2026-01-25,Pacific Rim Tooling,Vietnam,HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,8,1377.73,111.60,85.42,1574.75,USD,100117,2026-03-04,2026-03-01,8
PO-202602-0547,2026-02-01,Pacific Rim Tooling,Vietnam,HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,5,1384.30,112.13,85.83,1582.26,USD,100349,2026-03-11,2026-03-08,5
PO-202602-0548,2026-02-02,Kotara Steel Products,India,HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2314,1.66,0.14,0.10,1.90,USD,100959,2026-04-16,2026-04-15,2314
PO-202602-0549,2026-02-02,Nordflow Valve Works,Germany,HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,186,147.26,7.51,3.98,158.75,USD,100349,2026-03-02,2026-03-14,186
PO-202602-0550,2026-02-03,Kotara Steel Products,India,HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),7,580.31,48.75,33.66,662.72,USD,100205,2026-04-17,2026-04-14,7
PO-202602-0551,2026-02-05,Kotara Steel Products,India,HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,20,495.49,41.62,28.74,565.85,USD,100047,2026-04-19,2026-04-28,20
PO-202602-0552,2026-02-06,Cascade Copper Mills,USA,HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,507,20.20,0.00,0.00,20.20,USD,100959,2026-02-23,2026-02-22,507
PO-202602-0553,2026-02-07,Pacific Rim Tooling,Vietnam,HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),147,79.44,6.43,4.93,90.80,USD,100933,2026-03-17,2026-03-17,147
PO-202602-0554,2026-02-08,Kotara Steel Products,India,HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2496,1.61,0.14,0.09,1.84,USD,100047,2026-04-22,2026-04-22,2496
PO-202602-0555,2026-02-08,Kotara Steel Products,India,HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),156,25.88,2.17,1.50,29.55,USD,100649,2026-04-22,2026-04-28,156
PO-202602-0556,2026-02-09,Cascade Copper Mills,USA,HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,10,289.92,0.00,0.00,289.92,USD,100812,2026-02-26,2026-03-07,10
PO-202602-0557,2026-02-10,Thermaline Systems,Mexico,HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,25,526.12,12.63,0.00,538.75,USD,100205,2026-03-21,2026-03-19,25
PO-202602-0558,2026-02-10,Nordflow Valve Works,Germany,HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,417,11.44,0.58,0.31,12.33,USD,100047,2026-03-10,2026-03-10,380
PO-202602-0559,2026-02-10,Larsen Brass & Bronze,USA,HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,119,152.51,0.00,0.00,152.51,USD,100047,2026-03-01,2026-02-27,119
PO-202602-0560,2026-02-11,Thermaline Systems,Mexico,HRD551201,50 GAL HEAT PUMP WATER HEATER 240V,17,1246.50,29.92,0.00,1276.42,USD,100649,2026-03-22,2026-03-20,17
PO-202602-0561,2026-02-12,Pacific Rim Tooling,Vietnam,HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,97,88.88,7.20,5.51,101.59,USD,100933,2026-03-22,2026-03-20,97
PO-202602-0562,2026-02-12,Larsen Brass & Bronze,USA,HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,118,99.01,0.00,0.00,99.01,USD,100349,2026-03-03,2026-03-03,118
PO-202602-0563,2026-02-13,Kotara Steel Products,India,HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),64,26.85,2.26,1.56,30.67,USD,100205,2026-04-27,2026-04-26,64
PO-202602-0564,2026-02-13,Pacific Rim Tooling,Vietnam,HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,7,1343.41,108.82,83.29,1535.52,USD,100649,2026-03-23,2026-03-21,7
PO-202602-0565,2026-02-15,Kotara Steel Products,India,HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,1940,1.67,0.14,0.10,1.91,USD,100933,2026-04-29,2026-04-28,1940
PO-202602-0566,2026-02-15,Kotara Steel Products,India,HRD551201,50 GAL HEAT PUMP WATER HEATER 240V,7,1102.26,92.59,63.93,1258.78,USD,100812,2026-04-29,2026-04-28,7
PO-202602-0567,2026-02-16,Anhui Precision Fittings,China,HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,402,7.52,0.59,0.94,9.05,USD,100649,2026-04-10,2026-04-07,393
PO-202602-0568,2026-02-17,Nordflow Valve Works,Germany,HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,166,143.95,7.34,3.89,155.18,USD,100933,2026-03-17,2026-03-16,166
PO-202602-0569,2026-02-18,Pacific Rim Tooling,Vietnam,HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,336,18.20,1.47,1.13,20.80,USD,100349,2026-03-28,2026-04-08,336
PO-202602-0570,2026-02-18,Gulf States Polymer,USA,HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2141,2.41,0.00,0.00,2.41,USD,100047,2026-04-02,2026-03-30,2141
PO-202602-0571,2026-02-20,Gulf States Polymer,USA,HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,1810,7.45,0.00,0.00,7.45,USD,100047,2026-04-04,2026-04-09,1810
PO-202602-0572,2026-02-20,Gulf States Polymer,USA,HRD512066,1/2 IN x 300FT PEX-B TUBING RED,91,71.16,0.00,0.00,71.16,USD,100047,2026-04-04,2026-04-02,91
PO-202602-0573,2026-02-21,Thermaline Systems,Mexico,HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),116,86.20,2.07,0.00,88.27,USD,100649,2026-04-01,2026-04-01,116
PO-202602-0574,2026-02-22,Cascade Copper Mills,USA,HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,10,298.91,0.00,0.00,298.91,USD,100117,2026-03-11,2026-03-11,10
PO-202602-0575,2026-02-22,Nordflow Valve Works,Germany,HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),7,586.28,29.90,15.83,632.01,USD,100047,2026-03-22,2026-03-26,7
PO-202602-0576,2026-02-22,Kotara Steel Products,India,HRD551201,50 GAL HEAT PUMP WATER HEATER 240V,18,1081.93,90.88,62.75,1235.56,USD,100349,2026-05-06,2026-05-15,18
PO-202602-0577,2026-02-24,Gulf States Polymer,USA,HRD290145,2 IN PVC DWV SANITARY TEE HUB,2008,5.01,0.00,0.00,5.01,USD,100571,2026-04-08,2026-04-08,2008
PO-202602-0578,2026-02-25,Kotara Steel Products,India,HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),109,26.04,2.19,1.51,29.74,USD,100571,2026-05-09,2026-05-09,109
PO-202603-0579,2026-03-01,Gulf States Polymer,USA,HRD290145,2 IN PVC DWV SANITARY TEE HUB,2221,4.96,0.00,0.00,4.96,USD,100812,2026-04-13,2026-04-24,2221
PO-202603-0580,2026-03-03,Thermaline Systems,Mexico,HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,1233,7.18,0.17,0.00,7.35,USD,100205,2026-04-11,2026-04-08,1233
PO-202603-0581,2026-03-03,Anhui Precision Fittings,China,HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,84,85.61,6.68,10.70,102.99,USD,100205,2026-04-25,2026-04-22,84
PO-202603-0582,2026-03-03,Kotara Steel Products,India,HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,10,494.79,41.56,28.70,565.05,USD,100117,2026-05-15,2026-05-12,10
PO-202603-0583,2026-03-03,Pacific Rim Tooling,Vietnam,HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,17,1394.10,112.92,86.43,1593.45,USD,100812,2026-04-10,2026-04-07,17
PO-202603-0584,2026-03-04,Kotara Steel Products,India,HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,8,479.24,40.26,27.80,547.30,USD,100571,2026-05-16,2026-05-21,8
PO-202603-0585,2026-03-04,Kotara Steel Products,India,HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,321,8.01,0.67,0.46,9.14,USD,100047,2026-05-16,2026-05-18,321
PO-202603-0586,2026-03-04,Thermaline Systems,Mexico,HRD551201,50 GAL HEAT PUMP WATER HEATER 240V,10,1230.05,29.52,0.00,1259.57,USD,100812,2026-04-12,2026-04-17,10
PO-202603-0587,2026-03-07,Anhui Precision Fittings,China,HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,16,240.03,18.72,30.00,288.75,USD,100047,2026-04-29,2026-04-29,16
PO-202603-0588,2026-03-08,Kotara Steel Products,India,HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),114,25.97,2.18,1.51,29.66,USD,100812,2026-05-20,2026-05-20,114
PO-202603-0589,2026-03-09,Kotara Steel Products,India,HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,358,7.62,0.64,0.44,8.70,USD,100959,2026-05-21,2026-05-21,358
PO-202603-0590,2026-03-09,Pacific Rim Tooling,Vietnam,HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),141,78.04,6.32,4.84,89.20,USD,100349,2026-04-16,2026-04-14,141
PO-202603-0591,2026-03-09,Thermaline Systems,Mexico,HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,9,1528.23,36.68,0.00,1564.91,USD,100933,2026-04-17,2026-04-17,9
PO-202603-0592,2026-03-10,Larsen Brass & Bronze,USA,HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,99,101.22,0.00,0.00,101.22,USD,100047,2026-03-29,2026-04-03,99
PO-202603-0593,2026-03-10,Anhui Precision Fittings,China,HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,409,7.45,0.58,0.93,8.96,USD,100649,2026-05-02,2026-05-02,409
PO-202603-0594,2026-03-10,Thermaline Systems,Mexico,HRD551201,50 GAL HEAT PUMP WATER HEATER 240V,13,1216.74,29.20,0.00,1245.94,USD,100959,2026-04-18,2026-04-18,11
PO-202603-0595,2026-03-11,Pacific Rim Tooling,Vietnam,HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,469,18.22,1.48,1.13,20.83,USD,100812,2026-04-18,2026-04-16,469
PO-202603-0596,2026-03-11,Nordflow Valve Works,Germany,HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),8,591.93,30.19,15.98,638.10,USD,100571,2026-04-08,2026-04-06,8
PO-202603-0597,2026-03-11,Larsen Brass & Bronze,USA,HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,69,157.11,0.00,0.00,157.11,USD,100047,2026-03-30,2026-03-28,63
PO-202603-0598,2026-03-12,Cascade Copper Mills,USA,HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,667,20.55,0.00,0.00,20.55,USD,100571,2026-03-29,2026-03-29,667
PO-202603-0599,2026-03-12,Anhui Precision Fittings,China,HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2129,1.55,0.12,0.19,1.86,USD,100571,2026-05-04,2026-05-02,2129
PO-202603-0600,2026-03-12,Larsen Brass & Bronze,USA,HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2067,2.37,0.00,0.00,2.37,USD,100933,2026-03-31,2026-03-31,2067
PO-202603-0601,2026-03-12,Larsen Brass & Bronze,USA,HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,464,12.44,0.00,0.00,12.44,USD,100205,2026-03-31,2026-03-29,464
PO-202603-0602,2026-03-12,Larsen Brass & Bronze,USA,HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,386,12.12,0.00,0.00,12.12,USD,100117,2026-03-31,2026-03-31,386
PO-202603-0603,2026-03-13,Pacific Rim Tooling,Vietnam,HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,83,89.29,7.23,5.54,102.06,USD,100649,2026-04-20,2026-04-21,83
PO-202603-0604,2026-03-14,Gulf States Polymer,USA,HRD290145,2 IN PVC DWV SANITARY TEE HUB,2758,4.90,0.00,0.00,4.90,USD,100933,2026-04-26,2026-04-25,2758
PO-202603-0605,2026-03-14,Pacific Rim Tooling,Vietnam,HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),157,81.03,6.56,5.02,92.61,USD,100933,2026-04-21,2026-04-27,157
PO-202603-0606,2026-03-16,Cascade Copper Mills,USA,HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,14,302.87,0.00,0.00,302.87,USD,100959,2026-04-02,2026-04-01,14
PO-202603-0607,2026-03-16,Nordflow Valve Works,Germany,HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),126,28.10,1.43,0.76,30.29,USD,100933,2026-04-13,2026-04-10,126
PO-202603-0608,2026-03-17,Gulf States Polymer,USA,HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,1591,2.40,0.00,0.00,2.40,USD,100205,2026-04-29,2026-05-04,1591
PO-202603-0609,2026-03-19,Nordflow Valve Works,Germany,HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,94,144.87,7.39,3.91,156.17,USD,100933,2026-04-16,2026-04-14,94
PO-202603-0610,2026-03-22,Thermaline Systems,Mexico,HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,10,525.21,12.61,0.00,537.82,USD,100349,2026-04-30,2026-04-30,10
PO-202603-0611,2026-03-22,Gulf States Polymer,USA,HRD512066,1/2 IN x 300FT PEX-B TUBING RED,134,67.70,0.00,0.00,67.70,USD,100205,2026-05-04,2026-05-10,134
PO-202603-0612,2026-03-22,Thermaline Systems,Mexico,HRD512066,1/2 IN x 300FT PEX-B TUBING RED,54,68.44,1.64,0.00,70.08,USD,100117,2026-04-30,2026-04-28,54
PO-202603-0613,2026-03-23,Thermaline Systems,Mexico,HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,1524,7.34,0.18,0.00,7.52,USD,100117,2026-05-01,2026-05-01,1524
PO-202603-0614,2026-03-23,Thermaline Systems,Mexico,HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,14,1484.64,35.63,0.00,1520.27,USD,100047,2026-05-01,2026-05-01,14
PO-202603-0615,2026-03-23,Larsen Brass & Bronze,USA,HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,53,152.22,0.00,0.00,152.22,USD,100959,2026-04-11,2026-04-09,53
PO-202603-0616,2026-03-25,Cascade Copper Mills,USA,HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,18,291.94,0.00,0.00,291.94,USD,100349,2026-04-11,2026-04-15,18
PO-202604-0617,2026-04-01,Nordflow Valve Works,Germany,HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,365,11.68,0.60,0.32,12.60,USD,100649,2026-04-29,2026-05-06,365
PO-202604-0618,2026-04-01,Pacific Rim Tooling,Vietnam,HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,10,1393.75,112.89,86.41,1593.05,USD,100649,2026-05-09,2026-05-06,10
PO-202604-0619,2026-04-02,Thermaline Systems,Mexico,HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2193,7.46,0.18,0.00,7.64,USD,100349,2026-05-11,2026-05-08,2193
PO-202604-0620,2026-04-03,Nordflow Valve Works,Germany,HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),14,597.27,30.46,16.13,643.86,USD,100047,2026-05-01,2026-05-09,14
PO-202604-0621,2026-04-03,Thermaline Systems,Mexico,HRD551201,50 GAL HEAT PUMP WATER HEATER 240V,10,1232.13,29.57,0.00,1261.70,USD,100205,2026-05-12,2026-05-23,10
PO-202604-0622,2026-04-05,Gulf States Polymer,USA,HRD290145,2 IN PVC DWV SANITARY TEE HUB,1833,5.12,0.00,0.00,5.12,USD,100649,2026-05-18,2026-05-17,1833
PO-202604-0623,2026-04-05,Kotara Steel Products,India,HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,10,500.31,42.03,29.02,571.36,USD,100959,2026-06-17,2026-06-14,10
PO-202604-0624,2026-04-06,Pacific Rim Tooling,Vietnam,HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,396,17.79,1.44,1.10,20.33,USD,100205,2026-05-14,2026-05-26,396
PO-202604-0625,2026-04-06,Nordflow Valve Works,Germany,HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,137,149.38,7.62,4.03,161.03,USD,100349,2026-05-04,2026-05-01,137
PO-202604-0626,2026-04-07,Gulf States Polymer,USA,HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2609,7.27,0.00,0.00,7.27,USD,100933,2026-05-20,2026-05-19,2522
PO-202604-0627,2026-04-08,Nordflow Valve Works,Germany,HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,529,11.49,0.59,0.31,12.39,USD,100933,2026-05-06,2026-05-16,495
PO-202604-0628,2026-04-10,Cascade Copper Mills,USA,HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,447,20.52,0.00,0.00,20.52,USD,100571,2026-04-27,2026-04-27,447
PO-202604-0629,2026-04-10,Kotara Steel Products,India,HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,14,476.13,39.99,27.62,543.74,USD,100349,2026-06-22,2026-06-20,14
PO-202604-0630,2026-04-12,Kotara Steel Products,India,HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,542,7.91,0.66,0.46,9.03,USD,100117,2026-06-24,2026-06-24,542
PO-202604-0631,2026-04-13,Kotara Steel Products,India,HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2566,1.63,0.14,0.09,1.86,USD,100047,2026-06-25,2026-06-29,2566
PO-202604-0632,2026-04-13,Kotara Steel Products,India,HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,1656,1.68,0.14,0.10,1.92,USD,100812,2026-06-25,2026-06-23,1656
PO-202604-0633,2026-04-13,Gulf States Polymer,USA,HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,1713,2.38,0.00,0.00,2.38,USD,100933,2026-05-26,2026-05-29,1713
PO-202604-0634,2026-04-13,Larsen Brass & Bronze,USA,HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,370,12.52,0.00,0.00,12.52,USD,100047,2026-05-02,2026-04-30,370
PO-202604-0635,2026-04-14,Gulf States Polymer,USA,HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,1694,7.59,0.00,0.00,7.59,USD,100205,2026-05-27,2026-05-31,1694
PO-202604-0636,2026-04-14,Thermaline Systems,Mexico,HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,12,1510.42,36.25,0.00,1546.67,USD,100959,2026-05-23,2026-05-29,12
PO-202604-0637,2026-04-15,Pacific Rim Tooling,Vietnam,HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,133,89.77,7.27,5.57,102.61,USD,100571,2026-05-23,2026-05-20,133
PO-202604-0638,2026-04-16,Anhui Precision Fittings,China,HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,620,7.59,0.59,0.95,9.13,USD,100205,2026-06-08,2026-06-05,575
PO-202604-0639,2026-04-18,Kotara Steel Products,India,HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),100,26.76,2.25,1.55,30.56,USD,100047,2026-06-30,2026-06-29,95
PO-202604-0640,2026-04-18,Larsen Brass & Bronze,USA,HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,107,156.39,0.00,0.00,156.39,USD,100571,2026-05-07,2026-05-04,107
PO-202604-0641,2026-04-19,Thermaline Systems,Mexico,HRD512066,1/2 IN x 300FT PEX-B TUBING RED,79,69.94,1.68,0.00,71.62,USD,100649,2026-05-28,2026-05-26,79
PO-202604-0642,2026-04-20,Larsen Brass & Bronze,USA,HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,90,101.33,0.00,0.00,101.33,USD,100959,2026-05-09,2026-05-07,90
PO-202604-0643,2026-04-20,Pacific Rim Tooling,Vietnam,HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),98,82.45,6.68,5.11,94.24,USD,100933,2026-05-28,2026-05-25,98
PO-202604-0644,2026-04-22,Cascade Copper Mills,USA,HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,18,300.32,0.00,0.00,300.32,USD,100047,2026-05-09,2026-05-21,18
PO-202604-0645,2026-04-22,Thermaline Systems,Mexico,HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,10,1541.94,37.01,0.00,1578.95,USD,100205,2026-05-31,2026-05-31,10
PO-202604-0646,2026-04-24,Gulf States Polymer,USA,HRD512066,1/2 IN x 300FT PEX-B TUBING RED,94,68.31,0.00,0.00,68.31,USD,100047,2026-06-06,2026-06-06,94
PO-202604-0647,2026-04-24,Kotara Steel Products,India,HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,244,7.83,0.66,0.45,8.94,USD,100649,2026-07-06,2026-07-06,244
PO-202604-0648,2026-04-24,Kotara Steel Products,India,HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),13,578.32,48.58,33.54,660.44,USD,100933,2026-07-06,2026-07-04,13
PO-202604-0649,2026-04-24,Kotara Steel Products,India,HRD551201,50 GAL HEAT PUMP WATER HEATER 240V,9,1093.32,91.84,63.41,1248.57,USD,100117,2026-07-06,2026-07-04,9
PO-202605-0650,2026-05-01,Anhui Precision Fittings,China,HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,9,244.44,19.07,30.56,294.07,USD,100117,2026-06-23,2026-06-20,9
PO-202605-0651,2026-05-01,Larsen Brass & Bronze,USA,HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,64,102.88,0.00,0.00,102.88,USD,100117,2026-05-20,2026-05-17,64
PO-202605-0652,2026-05-01,Thermaline Systems,Mexico,HRD551201,50 GAL HEAT PUMP WATER HEATER 240V,12,1230.31,29.53,0.00,1259.84,USD,100047,2026-06-09,2026-06-09,12
PO-202605-0653,2026-05-02,Thermaline Systems,Mexico,HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,6,537.18,12.89,0.00,550.07,USD,100117,2026-06-10,2026-06-18,6
PO-202605-0654,2026-05-02,Anhui Precision Fittings,China,HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,1621,2.04,0.16,0.26,2.46,USD,100117,2026-06-24,2026-06-28,1621
PO-202605-0655,2026-05-03,Gulf States Polymer,USA,HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,1752,2.39,0.00,0.00,2.39,USD,100959,2026-06-15,2026-06-18,1752
PO-202605-0656,2026-05-06,Kotara Steel Products,India,HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,6,486.08,40.83,28.19,555.10,USD,100812,2026-07-18,2026-07-15,6
PO-202605-0657,2026-05-06,Gulf States Polymer,USA,HRD512066,1/2 IN x 300FT PEX-B TUBING RED,79,70.92,0.00,0.00,70.92,USD,100812,2026-06-18,2026-06-18,79
PO-202605-0658,2026-05-06,Anhui Precision Fittings,China,HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,1610,1.94,0.15,0.24,2.33,USD,100812,2026-06-28,2026-06-27,1610
PO-202605-0659,2026-05-08,Cascade Copper Mills,USA,HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,656,19.98,0.00,0.00,19.98,USD,100117,2026-05-25,2026-05-23,656
PO-202605-0660,2026-05-08,Larsen Brass & Bronze,USA,HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,109,101.22,0.00,0.00,101.22,USD,100205,2026-05-27,2026-06-07,109
